effect_id,master_id,analysis_cell,microcell_id,predictor,outcome,time,effect_measure,threshold,source_type,umbrella_role,selected_as_anchor,own_cohort_or_hybrid_excluded,exact_microcell_fields_present,complete_estimate_and_interval,paired_accuracy_reporting_available,robis_consensus_overall,primary_study_list_status,n_unique_primary_studies,studies_k,participants_n,search_end_date,year,selection_or_exclusion_reason,hierarchy
FE-0133,FT-021,AI_MODELS,AI_MODELS | AI models reporting AUC | Shunt response | Varied | AUC range | NR,AI models reporting AUC,Shunt response,Varied,AUC range,NR,CODEX_COMPLEMENTARY_EXTRACTION,EXPLORATORY_NO_POOL,False,False,True,True,False,UNCLEAR,INCOMPLETE_OR_PLACEHOLDER,8,4,NR,NR,2024,Exploratory or non-comparable estimate; retained descriptively and not eligible as an anchor.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0140,FT-032,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | DESH | Sensitivity | Varied | Sensitivity | NR,DESH,Sensitivity,Varied,Sensitivity,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,10,NR,NR,2021,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0060,FT-028,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | DESH | Shunt responder vs nonresponder | Varied | Pooled DOR | Study-specific,DESH,Shunt responder vs nonresponder,Varied,Pooled DOR,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,28,NÃO EXTRAÍVEL,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0141,FT-032,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | DESH | Specificity | Varied | Specificity | NR,DESH,Specificity,Varied,Specificity,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,INCOMPLETE_OR_PLACEHOLDER,10,10,NR,NR,2021,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0059,FT-028,STRUCTURAL_IMAGING,STRUCTURAL_IMAGING | Periventricular white matter changes | Shunt responder vs nonresponder | Varied | DOR | Study-specific,Periventricular white matter changes,Shunt responder vs nonresponder,Varied,DOR,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,False,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,28,Callosal angle 5; PVWM 3,NR,NR,2023,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0132,FT-019,SURVIVAL,SURVIVAL | All shunted NPH | Median survival | Long-term post-shunt | Median | NR,All shunted NPH,Median survival,Long-term post-shunt,Median,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,False,HIGH,COMPLETE_FOR_CCA,5,5,NR,2024,2024,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0130,FT-019,SURVIVAL,SURVIVAL | Poor vs good continence score | Overall survival | Long-term post-shunt | HR | NR,Poor vs good continence score,Overall survival,Long-term post-shunt,HR,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,False,HIGH,COMPLETE_FOR_CCA,5,2,NR,2024,2024,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0129,FT-019,SURVIVAL,SURVIVAL | Poor vs good gait score | Overall survival | Long-term post-shunt | HR | NR,Poor vs good gait score,Overall survival,Long-term post-shunt,HR,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,False,HIGH,COMPLETE_FOR_CCA,5,2,NR,2024,2024,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0131,FT-019,SURVIVAL,SURVIVAL | mRS ≥3 vs 0–2 | Overall survival | Long-term post-shunt | HR | NR,mRS ≥3 vs 0–2,Overall survival,Long-term post-shunt,HR,NR,CODEX_COMPLEMENTARY_EXTRACTION,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,False,HIGH,COMPLETE_FOR_CCA,5,2,NR,2024,2024,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0031,FT-012,TAP_TEST_DTA,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Sensitivity | Study-specific,CSF tap test,Post-shunt clinical response,Varied,Sensitivity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,COMPLETE_PREPRINT_LIST_ACCEPTED_ABSTRACT_UPDATE,14,9,700,22 October 2025,2026,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0032,FT-012,TAP_TEST_DTA,TAP_TEST_DTA | CSF tap test | Post-shunt clinical response | Varied | Specificity | Study-specific,CSF tap test,Post-shunt clinical response,Varied,Specificity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,ANCHOR_ESTIMATE_FOR_CELL,True,False,True,True,True,HIGH,COMPLETE_PREPRINT_LIST_ACCEPTED_ABSTRACT_UPDATE,14,9,700,22 October 2025,2026,"Selected after exact microcell matching and two-reviewer adjudication using reporting completeness, lower ROBIS, usable primary-study lists/overlap data, evidence-base size and search recency; magnitude and direction were not selection criteria.","1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0078,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | 18-m walk test | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Sensitivity | Study-specific change threshold,18-m walk test,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Sensitivity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0079,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | 18-m walk test | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Specificity | Study-specific change threshold,18-m walk test,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Specificity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0090,FT-043,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | CSF tap test | Post-shunt response | ≥3 months | Accuracy | Study-specific,CSF tap test,Post-shunt response,≥3 months,Accuracy,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,HIGH,COMPLETE_FOR_CCA,8,8,482,"February 2015 (article states February 30, 2015)",2016,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0087,FT-043,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | CSF tap test | Post-shunt response | ≥3 months | NPV | Study-specific,CSF tap test,Post-shunt response,≥3 months,NPV,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,HIGH,COMPLETE_FOR_CCA,8,8,482,"February 2015 (article states February 30, 2015)",2016,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0086,FT-043,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | CSF tap test | Post-shunt response | ≥3 months | PPV | Study-specific,CSF tap test,Post-shunt response,≥3 months,PPV,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,HIGH,COMPLETE_FOR_CCA,8,8,482,"February 2015 (article states February 30, 2015)",2016,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0088,FT-043,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | CSF tap test | Post-shunt response | ≥3 months | Sensitivity | Study-specific,CSF tap test,Post-shunt response,≥3 months,Sensitivity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,HIGH,COMPLETE_FOR_CCA,8,8,482,"February 2015 (article states February 30, 2015)",2016,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0089,FT-043,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | CSF tap test | Post-shunt response | ≥3 months | Specificity | Study-specific,CSF tap test,Post-shunt response,≥3 months,Specificity,Study-specific,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,HIGH,COMPLETE_FOR_CCA,8,8,482,"February 2015 (article states February 30, 2015)",2016,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0082,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Cognitive test battery | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Sensitivity | Study-specific change threshold,Cognitive test battery,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Sensitivity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0083,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Cognitive test battery | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Specificity | Study-specific change threshold,Cognitive test battery,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Specificity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0153,FT-050,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Extended lumbar drainage | Sensitivity range | Varied | Range | NR,Extended lumbar drainage,Sensitivity range,Varied,Range,NR,CODEX_COMPLEMENTARY_EXTRACTION,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,NÃO_EXTRAÍVEL,,NR,1966-2004/2005,2005,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0152,FT-050,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Infusion/Rout | Sensitivity range | Varied | Range | NR,Infusion/Rout,Sensitivity range,Varied,Range,NR,CODEX_COMPLEMENTARY_EXTRACTION,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,NÃO_EXTRAÍVEL,,NR,1966-2004/2005,2005,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0151,FT-050,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Tap test 40–50 mL | Sensitivity range | Varied | Range | NR,Tap test 40–50 mL,Sensitivity range,Varied,Range,NR,CODEX_COMPLEMENTARY_EXTRACTION,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,False,HIGH,INCOMPLETE_OR_PLACEHOLDER,NÃO_EXTRAÍVEL,,NR,1966-2004/2005,2005,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0084,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Timed Up and Go | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Sensitivity | Study-specific change threshold,Timed Up and Go,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Sensitivity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0085,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Timed Up and Go | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Specificity | Study-specific change threshold,Timed Up and Go,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Specificity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0080,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Video-recorded gait assessment | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Sensitivity | Study-specific change threshold,Video-recorded gait assessment,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Sensitivity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
FE-0081,FT-038,TEMPORARY_CSF_TESTS,TEMPORARY_CSF_TESTS | Video-recorded gait assessment | Clinical response after trial CSF removal / shunt outcome where reported | Short after drainage; shunt follow-up varied | Specificity | Study-specific change threshold,Video-recorded gait assessment,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Specificity,Study-specific change threshold,SYSTEMATIC_REVIEW_COMPONENT,SUPPORTING_CONCORDANCE_ONLY,False,False,True,True,True,LOW,INCOMPLETE_OR_PLACEHOLDER,29,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,12 September 2017,2018,Eligible supporting estimate; not selected after matched-cell adjudication and retained only for direction/concordance.,"1 exclude own-cohort/hybrid estimates; 2 require exact predictor-outcome-time-measure-threshold microcell; 3 prefer complete paired/interval reporting; 4 prefer lower ROBIS and usable primary-study lists/overlap data; 5 prefer larger evidence base, then more recent search; 6 resolve ties by two-reviewer adjudication; magnitude/direction never used"
